PC_Timestamp_ms,PC_DateTime,Arduino_millis,Signal_Value,Package_Num,HR
1764708979258,2025-12-02 15:56:19.258,14306,866,5,0
1764708979269,2025-12-02 15:56:19.269,14325,653,5,0
1764708979305,2025-12-02 15:56:19.305,14346,406,5,0
1764708979315,2025-12-02 15:56:19.315,14365,146,5,0
1764708979350,2025-12-02 15:56:19.350,14386,0,5,0
1764708979366,2025-12-02 15:56:19.366,14405,0,5,0
1764708979378,2025-12-02 15:56:19.378,14426,0,5,0
1764708979410,2025-12-02 15:56:19.410,14445,0,5,0
1764708979419,2025-12-02 15:56:19.419,14466,0,5,0
1764708979429,2025-12-02 15:56:19.429,14485,0,5,0
1764708979461,2025-12-02 15:56:19.461,14505,0,5,0
1764708979468,2025-12-02 15:56:19.468,14525,0,5,0
1764708979506,2025-12-02 15:56:19.506,14545,0,5,0
1764708979517,2025-12-02 15:56:19.517,14565,0,5,0
1764708979555,2025-12-02 15:56:19.555,14585,0,5,0
1764708979565,2025-12-02 15:56:19.565,14605,179,5,0
1764708979579,2025-12-02 15:56:19.579,14625,331,5,0
1764708979613,2025-12-02 15:56:19.613,14645,458,5,0
1764708979628,2025-12-02 15:56:19.628,14665,551,5,0
1764708979657,2025-12-02 15:56:19.657,14685,613,5,0
1764708979675,2025-12-02 15:56:19.675,14705,634,5,0
1764708979706,2025-12-02 15:56:19.706,14726,619,5,0
1764708979719,2025-12-02 15:56:19.719,14745,577,5,0
1764708979730,2025-12-02 15:56:19.730,14766,525,5,0
1764708979760,2025-12-02 15:56:19.760,14785,479,5,0
1764708979773,2025-12-02 15:56:19.773,14806,448,5,0
1764708979781,2025-12-02 15:56:19.781,14825,452,5,0
1764708979810,2025-12-02 15:56:19.810,14845,463,5,0
1764708979823,2025-12-02 15:56:19.823,14865,511,5,0
1764708979832,2025-12-02 15:56:19.832,14885,637,5,0
1764708979865,2025-12-02 15:56:19.865,14905,821,5,84
1764708979877,2025-12-02 15:56:19.877,14925,995,5,0
1764708979913,2025-12-02 15:56:19.913,14946,992,5,0
1764708979924,2025-12-02 15:56:19.924,14965,996,5,0
1764708979932,2025-12-02 15:56:19.932,14986,994,5,0
1764708979971,2025-12-02 15:56:19.971,15005,994,5,0
1764708979981,2025-12-02 15:56:19.981,15026,921,5,0
1764708979992,2025-12-02 15:56:19.992,15045,713,5,0
1764708980023,2025-12-02 15:56:20.023,15066,549,5,0
1764708980034,2025-12-02 15:56:20.034,15085,404,5,0
1764708980069,2025-12-02 15:56:20.069,15106,308,5,0
1764708980081,2025-12-02 15:56:20.081,15125,273,6,0
1764708980093,2025-12-02 15:56:20.093,15145,295,6,0
1764708980126,2025-12-02 15:56:20.126,15165,363,6,0
1764708980136,2025-12-02 15:56:20.136,15185,441,6,0
1764708980171,2025-12-02 15:56:20.171,15206,507,6,0
1764708980186,2025-12-02 15:56:20.186,15225,548,6,0
1764708980218,2025-12-02 15:56:20.218,15246,554,6,0
1764708980228,2025-12-02 15:56:20.228,15265,533,6,0
1764708980238,2025-12-02 15:56:20.238,15286,493,6,0
1764708980271,2025-12-02 15:56:20.271,15305,452,6,0
1764708980285,2025-12-02 15:56:20.285,15326,420,6,0
1764708980296,2025-12-02 15:56:20.296,15345,406,6,0
1764708980326,2025-12-02 15:56:20.326,15366,397,6,0
1764708980333,2025-12-02 15:56:20.333,15385,398,6,0
1764708980375,2025-12-02 15:56:20.375,15406,403,6,0
1764708980383,2025-12-02 15:56:20.383,15425,403,6,0
1764708980395,2025-12-02 15:56:20.395,15446,396,6,0
1764708980426,2025-12-02 15:56:20.427,15466,390,6,0
1764708980436,2025-12-02 15:56:20.436,15485,388,6,0
1764708980471,2025-12-02 15:56:20.471,15506,410,6,0
1764708980482,2025-12-02 15:56:20.482,15525,472,6,0
1764708980490,2025-12-02 15:56:20.490,15546,611,6,0
1764708980533,2025-12-02 15:56:20.533,15565,792,6,85
1764708980542,2025-12-02 15:56:20.542,15586,973,6,0
1764708980576,2025-12-02 15:56:20.576,15605,994,6,0
1764708980589,2025-12-02 15:56:20.589,15626,995,6,0
1764708980600,2025-12-02 15:56:20.600,15645,958,6,0
1764708980633,2025-12-02 15:56:20.633,15666,772,6,0
1764708980644,2025-12-02 15:56:20.644,15686,605,6,0
1764708980654,2025-12-02 15:56:20.654,15706,447,6,0
1764708980686,2025-12-02 15:56:20.686,15726,329,6,0
1764708980698,2025-12-02 15:56:20.698,15746,260,6,0
