frame,time,ROI,BVP,BPM
7,350.0,left mid nasal sidewall,-0.250163147530414,74.70703125
7,350.0,right mid nasal sidewall,3.0826510830545026,109.86328125
7,350.0,philtrum,-3.2443589242700877,125.9765625
7,350.0,left upper lip,-1.4850905375563834,68.84765625
7,350.0,right upper lip,-0.35282735536499177,158.203125
7,350.0,left nasolabial fold,-1.0049393039522232,142.08984375
7,350.0,right nasolabial fold,-1.6818206529091262,76.171875
7,350.0,left temporal,0.6735293635321805,52.734375
7,350.0,right temporal,-0.4608472884075266,108.3984375
7,350.0,left malar,-2.979006902152345,39.55078125
7,350.0,right malar,-0.06657237560898024,190.4296875
7,350.0,left lower cheek,-1.633082783966338,64.453125
7,350.0,right lower cheek,0.5773462100110787,64.453125
7,350.0,chin,-0.48736048635806534,124.51171875
7,350.0,left marionette fold,-0.8271953911101861,52.734375
7,350.0,right marionette fold,-0.06486425893392245,180.17578125
8,400.0,lower medial forehead,0.07878633052791005,136.23046875
8,400.0,left lower lateral forehead,1.8088813671631028,58.59375
8,400.0,right lower lateral forehead,-1.1727544932239233,57.12890625
8,400.0,glabella,0.7632424516742645,55.6640625
8,400.0,upper nasal dorsum,-0.37142525214079325,92.28515625
8,400.0,lower nasal dorsum,-0.8004432362968463,55.6640625
8,400.0,soft triangle,-1.101937357545064,61.5234375
8,400.0,left ala,-0.5369918374640877,57.12890625
8,400.0,right ala,-1.4101168480921675,193.359375
8,400.0,nasal tip,-1.7787243841095288,62.98828125
8,400.0,left lower nasal sidewall,-1.708429589708375,175.78125
8,400.0,right lower nasal sidewall,0.03134680671744467,82.03125
8,400.0,left mid nasal sidewall,-0.1844911935647739,74.70703125
8,400.0,right mid nasal sidewall,2.9213508996740316,109.86328125
8,400.0,philtrum,-3.215401980379747,125.9765625
8,400.0,left upper lip,-1.227442654603815,68.84765625
8,400.0,right upper lip,0.015147405648791249,158.203125
8,400.0,left nasolabial fold,-1.1290482227480707,142.08984375
8,400.0,right nasolabial fold,-1.6140438660657102,76.171875
8,400.0,left temporal,0.975422546253987,52.734375
8,400.0,right temporal,-0.4891357936103227,108.3984375
8,400.0,left malar,-2.80160288868231,39.55078125
8,400.0,right malar,-0.15334891905183803,190.4296875
8,400.0,left lower cheek,-1.284893566465806,64.453125
8,400.0,right lower cheek,0.5677194963579715,64.453125
8,400.0,chin,-0.35358515792290035,124.51171875
8,400.0,left marionette fold,-0.938999522745407,52.734375
8,400.0,right marionette fold,-0.24571405163548687,180.17578125
9,450.0,lower medial forehead,0.05110296849017295,136.23046875
9,450.0,left lower lateral forehead,1.4268295974545695,58.59375
9,450.0,right lower lateral forehead,-1.1259671941868206,57.12890625
9,450.0,glabella,0.6038339381853328,55.6640625
9,450.0,upper nasal dorsum,-0.5696573202609349,92.28515625
9,450.0,lower nasal dorsum,-0.7733373944219766,55.6640625
9,450.0,soft triangle,-1.4089884181597088,61.5234375
9,450.0,left ala,-0.478084917405821,57.12890625
9,450.0,right ala,-0.8750253035109643,193.359375
9,450.0,nasal tip,-1.9528347555474,62.98828125
9,450.0,left lower nasal sidewall,-2.1277500522945485,175.78125
9,450.0,right lower nasal sidewall,0.10231692544959849,82.03125
9,450.0,left mid nasal sidewall,-0.16969163648191038,74.70703125
9,450.0,right mid nasal sidewall,2.512789448322397,109.86328125
9,450.0,philtrum,-3.0692794793915605,125.9765625
9,450.0,left upper lip,-0.912875264641516,68.84765625
9,450.0,right upper lip,0.4008591376947645,158.203125
9,450.0,left nasolabial fold,-1.2274798130967621,142.08984375
9,450.0,right nasolabial fold,-1.4986436210417848,76.171875
9,450.0,left temporal,1.3124903195848714,52.734375
9,450.0,right temporal,-0.4682022652237679,108.3984375
9,450.0,left malar,-2.482692901681147,39.55078125
